wojewodztwo,powiat_miasto,teryt,stan_rekordu_na,liczba_na_10_tys_mieszkancow,liczba_osob_objetych_kwarantanna,liczba_ozdrowiencow,liczba_pozostalych_testow,liczba_przypadkow,liczba_testow_z_wynikiem_negatywnym,liczba_testow_z_wynikiem_pozytywnym,liczba_wykonanych_testow,liczba_zlecen_poz,zgony,zgony_w_wyniku_covid_bez_chorob_wspolistniejacych,zgony_w_wyniku_covid_i_chorob_wspolistniejacych
mazowieckie,makowski,t1411,2021-02-07 00:00:00,0.9,124,3,0,4,20,5,25,0,0,0,0
pomorskie,malborski,t2209,2021-02-07 00:00:00,1.42,307,14,0,9,52,10,62,0,0,0,0
małopolskie,miechowski,t1208,2021-02-07 00:00:00,0.41,68,2,0,2,20,2,22,0,0,0,0
wielkopolskie,międzychodzki,t3014,2021-02-07 00:00:00,0.55,157,5,0,2,25,2,27,0,0,0,0
lubuskie,międzyrzecki,t0803,2021-02-07 00:00:00,2.27,379,1,0,13,32,13,45,0,0,0,0
podkarpackie,mielecki,t1811,2021-02-07 00:00:00,0.59,260,8,0,8,57,9,66,0,0,0,0
śląskie,mikołowski,t2408,2021-02-07 00:00:00,0.81,240,10,1,8,41,8,50,0,0,0,0
dolnośląskie,milicki,t0213,2021-02-07 00:00:00,0.27,84,2,0,1,29,2,31,1,0,0,0
mazowieckie,miński,t1412,2021-02-07 00:00:00,0.97,509,19,6,15,116,19,141,2,0,0,0
mazowieckie,mławski,t1413,2021-02-07 00:00:00,3.73,443,18,5,27,49,27,81,0,0,0,0
kujawsko-pomorskie,mogileński,t0409,2021-02-07 00:00:00,0.44,155,5,0,2,25,2,27,0,0,0,0
podlaskie,moniecki,t2008,2021-02-07 00:00:00,0.25,126,9,0,1,23,3,26,0,0,0,0
warmińsko-mazurskie,mrągowski,t2810,2021-02-07 00:00:00,1.21,195,17,1,6,23,6,30,0,0,0,0
małopolskie,myślenicki,t1209,2021-02-07 00:00:00,0.63,260,10,8,8,34,8,50,0,0,0,0
zachodniopomorskie,myśliborski,t3210,2021-02-07 00:00:00,1.53,349,9,0,10,40,14,54,0,0,0,0
śląskie,Mysłowice,t2470,2021-02-07 00:00:00,1.21,160,2,2,9,31,9,42,0,0,0,0
śląskie,myszkowski,t2409,2021-02-07 00:00:00,0.28,129,5,0,2,29,2,31,3,0,0,0
kujawsko-pomorskie,nakielski,t0410,2021-02-07 00:00:00,3.13,417,25,2,27,40,28,70,0,0,0,0
opolskie,namysłowski,t1606,2021-02-07 00:00:00,1.17,95,4,0,5,20,5,25,0,0,0,0
warmińsko-mazurskie,nidzicki,t2811,2021-02-07 00:00:00,0.92,269,16,0,3,15,3,18,0,0,0,0
podkarpackie,niżański,t1812,2021-02-07 00:00:00,0.9,129,2,0,6,21,7,28,0,0,0,0
mazowieckie,nowodworski,t1414,2021-02-07 00:00:00,0.5,303,10,0,4,28,4,32,1,0,0,0
pomorskie,nowodworski,t2210,2021-02-07 00:00:00,1.41,182,6,0,5,10,7,17,0,0,0,0
warmińsko-mazurskie,nowomiejski,t2812,2021-02-07 00:00:00,1.14,136,10,0,5,11,5,16,0,0,0,0
małopolskie,nowosądecki,t1210,2021-02-07 00:00:00,0.14,158,2,0,3,111,3,114,1,0,0,0
lubuskie,nowosolski,t0804,2021-02-07 00:00:00,1.74,246,10,1,15,43,16,60,0,0,0,0
małopolskie,nowotarski,t1211,2021-02-07 00:00:00,0.26,112,1,0,5,64,5,69,0,0,0,0
wielkopolskie,nowotomyski,t3015,2021-02-07 00:00:00,2.25,529,31,2,17,50,17,69,0,1,0,1
małopolskie,Nowy Sącz,t1262,2021-02-07 00:00:00,0.36,68,1,1,3,36,3,40,3,0,0,0
opolskie,nyski,t1607,2021-02-07 00:00:00,0.96,234,21,1,13,88,15,104,1,0,0,0
wielkopolskie,obornicki,t3016,2021-02-07 00:00:00,3.84,284,11,1,23,44,23,68,0,1,0,1
dolnośląskie,oławski,t0215,2021-02-07 00:00:00,0.78,353,6,0,6,70,7,77,0,0,0,0
warmińsko-mazurskie,olecki,t2813,2021-02-07 00:00:00,0.88,61,2,0,3,5,3,8,0,0,0,0
opolskie,oleski,t1608,2021-02-07 00:00:00,0.31,75,1,0,2,19,3,22,0,0,0,0
dolnośląskie,oleśnicki,t0214,2021-02-07 00:00:00,1.12,310,4,0,12,59,12,71,0,0,0,0
małopolskie,olkuski,t1212,2021-02-07 00:00:00,1.08,301,9,0,12,23,12,35,0,0,0,0
warmińsko-mazurskie,Olsztyn,t2862,2021-02-07 00:00:00,3.26,1481,71,3,56,144,62,209,2,0,0,0
warmińsko-mazurskie,olsztyński,t2814,2021-02-07 00:00:00,1.26,970,48,1,16,61,19,81,0,0,0,0
świętokrzyskie,opatowski,t2606,2021-02-07 00:00:00,0.77,64,7,1,4,24,4,29,0,0,0,0
łódzkie,opoczyński,t1007,2021-02-07 00:00:00,0.13,96,5,1,1,61,3,65,1,0,0,0
opolskie,Opole,t1661,2021-02-07 00:00:00,1.87,629,38,3,24,126,25,154,1,0,0,0
lubelskie,opolski,t0612,2021-02-07 00:00:00,0.51,172,6,0,3,12,3,15,0,1,0,1
opolskie,opolski,t1609,2021-02-07 00:00:00,0.65,321,12,3,8,103,8,114,0,0,0,0
warmińsko-mazurskie,ostródzki,t2815,2021-02-07 00:00:00,2.21,491,38,2,23,69,25,96,0,0,0,0
mazowieckie,ostrołęcki,t1415,2021-02-07 00:00:00,0.11,217,14,0,1,22,2,24,0,0,0,0
mazowieckie,Ostrołęka,t1461,2021-02-07 00:00:00,0,128,11,1,0,13,1,15,0,0,0,0
świętokrzyskie,ostrowiecki,t2607,2021-02-07 00:00:00,0.55,175,6,1,6,48,7,56,0,0,0,0
mazowieckie,ostrowski,t1416,2021-02-07 00:00:00,0.42,270,7,0,3,21,3,24,0,2,0,2
wielkopolskie,ostrowski,t3017,2021-02-07 00:00:00,0.68,374,9,0,11,72,11,83,1,0,0,0
wielkopolskie,ostrzeszowski,t3018,2021-02-07 00:00:00,1.98,185,2,0,11,44,11,55,0,0,0,0
małopolskie,oświęcimski,t1213,2021-02-07 00:00:00,0.59,269,16,0,9,48,11,59,0,0,0,0
mazowieckie,otwocki,t1417,2021-02-07 00:00:00,2.09,713,17,4,26,127,26,157,6,1,1,0
łódzkie,pabianicki,t1008,2021-02-07 00:00:00,1.17,327,15,0,14,55,14,69,1,0,0,0
łódzkie,pajęczański,t1009,2021-02-07 00:00:00,0.2,162,2,1,1,27,1,29,1,1,0,1
lubelskie,parczewski,t0613,2021-02-07 00:00:00,1.73,75,0,0,6,10,6,16,0,0,0,0
mazowieckie,piaseczyński,t1418,2021-02-07 00:00:00,2.43,1215,39,3,46,153,47,203,1,0,0,0
śląskie,Piekary Śląskie,t2471,2021-02-07 00:00:00,1.82,54,5,0,10,21,10,31,0,0,0,0
wielkopolskie,pilski,t3019,2021-02-07 00:00:00,0.66,373,15,1,9,132,10,143,0,0,0,0
świętokrzyskie,pińczowski,t2608,2021-02-07 00:00:00,0.52,76,3,0,2,30,2,32,0,0,0,0
łódzkie,Piotrków Trybunalski,t1062,2021-02-07 00:00:00,0.69,287,20,0,5,58,6,64,0,2,1,1
łódzkie,piotrkowski,t1010,2021-02-07 00:00:00,0.44,278,15,0,4,49,7,56,0,0,0,0
warmińsko-mazurskie,piski,t2816,2021-02-07 00:00:00,1.97,334,19,2,11,26,11,39,0,0,0,0
wielkopolskie,pleszewski,t3020,2021-02-07 00:00:00,1.91,241,9,0,12,37,14,51,0,0,0,0
mazowieckie,Płock,t1462,2021-02-07 00:00:00,1.01,334,25,2,12,40,13,55,0,0,0,0
mazowieckie,płocki,t1419,2021-02-07 00:00:00,0.9,379,15,0,10,36,10,46,2,0,0,0
mazowieckie,płoński,t1420,2021-02-07 00:00:00,1.15,361,7,1,10,28,10,39,0,0,0,0
łódzkie,poddębicki,t1011,2021-02-07 00:00:00,0.24,75,2,0,1,26,2,28,0,0,0,0
zachodniopomorskie,policki,t3211,2021-02-07 00:00:00,1.72,480,28,1,14,60,15,76,0,0,0,0
dolnośląskie,polkowicki,t0216,2021-02-07 00:00:00,0.95,156,4,1,6,42,6,49,0,0,0,0
wielkopolskie,Poznań,t3064,2021-02-07 00:00:00,2,2572,169,3,107,478,116,597,4,3,3,0
wielkopolskie,poznański,t3021,2021-02-07 00:00:00,1.86,2293,100,3,75,295,81,379,8,12,12,0
małopolskie,proszowicki,t1214,2021-02-07 00:00:00,0.46,73,0,0,2,42,2,44,0,0,0,0
opolskie,prudnicki,t1610,2021-02-07 00:00:00,0.73,47,4,0,4,53,4,57,0,0,0,0
mazowieckie,pruszkowski,t1421,2021-02-07 00:00:00,2.16,1209,39,2,36,154,39,195,3,0,0,0
mazowieckie,przasnyski,t1422,2021-02-07 00:00:00,1.15,372,13,0,6,41,6,47,0,0,0,0
podkarpackie,przemyski,t1813,2021-02-07 00:00:00,0.54,250,7,0,4,53,4,57,2,0,0,0
podkarpackie,Przemyśl,t1862,2021-02-07 00:00:00,1.16,111,10,2,7,49,7,58,0,0,0,0
podkarpackie,przeworski,t1814,2021-02-07 00:00:00,0.89,136,6,1,7,29,9,39,0,0,0,0
mazowieckie,przysuski,t1423,2021-02-07 00:00:00,0.73,98,3,1,3,23,3,27,0,0,0,0
śląskie,pszczyński,t2410,2021-02-07 00:00:00,0.72,256,10,1,8,52,9,62,0,0,0,0
pomorskie,pucki,t2211,2021-02-07 00:00:00,2.18,583,8,1,19,52,20,73,0,0,0,0
lubelskie,puławski,t0614,2021-02-07 00:00:00,2.66,269,17,2,30,53,30,85,0,0,0,0
mazowieckie,pułtuski,t1424,2021-02-07 00:00:00,2.51,331,12,0,13,23,15,38,3,0,0,0
zachodniopomorskie,pyrzycki,t3212,2021-02-07 00:00:00,2.04,138,15,0,8,40,8,48,0,0,0,0
śląskie,raciborski,t2411,2021-02-07 00:00:00,0.09,105,2,0,1,69,1,70,0,0,0,0
mazowieckie,Radom,t1463,2021-02-07 00:00:00,1.19,620,28,1,25,186,25,212,1,0,0,0
mazowieckie,radomski,t1425,2021-02-07 00:00:00,0.79,480,21,3,12,102,14,119,0,0,0,0
łódzkie,radomszczański,t1012,2021-02-07 00:00:00,0.27,280,16,2,3,55,5,62,0,0,0,0
kujawsko-pomorskie,radziejowski,t0411,2021-02-07 00:00:00,0.25,92,6,2,1,12,1,15,0,0,0,0
lubelskie,radzyński,t0615,2021-02-07 00:00:00,0.34,143,5,0,2,26,3,29,0,0,0,0
wielkopolskie,rawicki,t3022,2021-02-07 00:00:00,1.66,198,14,0,10,44,10,54,0,1,0,1
łódzkie,rawski,t1013,2021-02-07 00:00:00,0.41,474,4,1,2,21,2,24,2,0,0,0
podkarpackie,ropczycko-sędziszowski,t1815,2021-02-07 00:00:00,0.8,175,9,1,6,38,7,46,0,0,0,0
śląskie,Ruda Śląska,t2472,2021-02-07 00:00:00,1.46,351,20,1,20,48,20,69,1,0,0,0
śląskie,rybnicki,t2412,2021-02-07 00:00:00,1.66,191,7,2,13,17,13,32,1,0,0,0
śląskie,Rybnik,t2473,2021-02-07 00:00:00,0.29,217,10,0,4,37,4,41,1,0,0,0
lubelskie,rycki,t0616,2021-02-07 00:00:00,1.25,193,4,0,7,27,7,34,0,0,0,0
kujawsko-pomorskie,rypiński,t0412,2021-02-07 00:00:00,1.84,177,3,0,8,27,9,36,0,0,0,0
podkarpackie,Rzeszów,t1863,2021-02-07 00:00:00,2.44,546,23,5,48,158,49,212,1,0,0,0
podkarpackie,rzeszowski,t1816,2021-02-07 00:00:00,1.47,435,22,1,25,105,26,132,0,0,0,0
świętokrzyskie,sandomierski,t2609,2021-02-07 00:00:00,1.04,191,7,3,8,38,9,50,0,4,0,4
podkarpackie,sanocki,t1817,2021-02-07 00:00:00,1.27,231,6,1,12,45,12,58,0,0,0,0
podlaskie,sejneński,t2009,2021-02-07 00:00:00,0,34,3,0,0,4,0,4,0,0,0,0
kujawsko-pomorskie,sępoleński,t0413,2021-02-07 00:00:00,1.71,225,7,1,7,20,7,28,0,0,0,0
mazowieckie,Siedlce,t1464,2021-02-07 00:00:00,0.26,316,16,2,2,24,3,29,1,0,0,0
mazowieckie,siedlecki,t1426,2021-02-07 00:00:00,0.25,356,3,2,2,24,4,30,0,0,0,0
śląskie,Siemianowice Śląskie,t2474,2021-02-07 00:00:00,1.95,122,4,0,13,22,13,35,0,0,0,0
podlaskie,siemiatycki,t2010,2021-02-07 00:00:00,0.23,84,3,1,1,15,3,19,1,0,0,0
łódzkie,sieradzki,t1014,2021-02-07 00:00:00,0.94,345,6,0,11,90,12,102,2,0,0,0
mazowieckie,sierpecki,t1427,2021-02-07 00:00:00,0.39,162,4,0,2,20,2,22,0,0,0,0
świętokrzyskie,skarżyski,t2610,2021-02-07 00:00:00,0.54,125,0,1,4,44,4,49,0,1,0,1
łódzkie,Skierniewice,t1063,2021-02-07 00:00:00,0.21,224,7,0,1,21,1,22,0,0,0,0
łódzkie,skierniewicki,t1015,2021-02-07 00:00:00,0.26,185,1,0,1,19,1,20,0,0,0,0
zachodniopomorskie,sławieński,t3213,2021-02-07 00:00:00,2.14,207,12,1,12,45,12,58,0,1,0,1
lubuskie,słubicki,t0805,2021-02-07 00:00:00,1.28,148,6,0,6,50,10,60,0,0,0,0
wielkopolskie,słupecki,t3023,2021-02-07 00:00:00,1.36,168,5,0,8,28,8,36,2,0,0,0
pomorskie,Słupsk,t2263,2021-02-07 00:00:00,2.1,404,22,3,19,96,21,120,2,0,0,0
pomorskie,słupski,t2212,2021-02-07 00:00:00,1.52,607,49,4,15,67,16,87,2,0,0,0
mazowieckie,sochaczewski,t1428,2021-02-07 00:00:00,0.82,649,21,1,7,50,10,61,0,0,0,0
mazowieckie,sokołowski,t1429,2021-02-07 00:00:00,0,97,6,1,0,16,0,17,0,0,0,0
podlaskie,sokólski,t2011,2021-02-07 00:00:00,0.91,318,30,0,6,24,8,32,0,0,0,0
pomorskie,Sopot,t2264,2021-02-07 00:00:00,2.25,174,3,1,8,21,8,30,0,0,0,0
śląskie,Sosnowiec,t2475,2021-02-07 00:00:00,0.85,356,27,3,17,104,17,124,0,1,0,1
dolnośląskie,średzki,t0218,2021-02-07 00:00:00,0.9,149,4,1,5,33,5,39,0,0,0,0
wielkopolskie,średzki,t3025,2021-02-07 00:00:00,2.37,325,7,0,14,24,15,39,0,1,1,0
wielkopolskie,śremski,t3026,2021-02-07 00:00:00,0.33,203,9,0,2,25,2,27,0,0,0,0
podkarpackie,stalowowolski,t1818,2021-02-07 00:00:00,0.19,169,5,1,2,49,5,55,0,0,0,0
świętokrzyskie,starachowicki,t2611,2021-02-07 00:00:00,0.22,143,2,4,2,51,3,58,0,0,0,0
zachodniopomorskie,stargardzki,t3214,2021-02-07 00:00:00,0.67,447,20,2,8,41,9,52,3,0,0,0
pomorskie,starogardzki,t2213,2021-02-07 00:00:00,1.64,528,36,2,21,48,21,71,1,0,0,0
świętokrzyskie,staszowski,t2612,2021-02-07 00:00:00,3.49,33,2,4,25,46,25,75,0,2,1,1
opolskie,strzelecki,t1611,2021-02-07 00:00:00,0.4,190,11,0,3,34,4,38,0,2,0,2
lubuskie,strzelecko-drezdenecki,t0806,2021-02-07 00:00:00,3.27,256,14,0,16,29,16,45,0,0,0,0
dolnośląskie,strzeliński,t0217,2021-02-07 00:00:00,0,60,5,0,0,35,0,35,0,0,0,0
podkarpackie,strzyżowski,t1819,2021-02-07 00:00:00,0.33,88,5,1,2,22,2,25,0,0,0,0
lubuskie,sulęciński,t0807,2021-02-07 00:00:00,2.56,132,3,0,9,16,9,25,0,0,0,0
małopolskie,suski,t1215,2021-02-07 00:00:00,0.59,153,5,4,5,40,8,52,0,0,0,0
podlaskie,Suwałki,t2063,2021-02-07 00:00:00,1.58,212,9,0,11,30,11,41,0,0,0,0
podlaskie,suwalski,t2012,2021-02-07 00:00:00,0.84,78,4,0,3,12,3,15,0,0,0,0
dolnośląskie,świdnicki,t0219,2021-02-07 00:00:00,0.45,517,15,4,7,49,7,60,2,0,0,0
lubelskie,świdnicki,t0617,2021-02-07 00:00:00,0.7,285,16,1,5,28,5,34,1,1,1,0
zachodniopomorskie,świdwiński,t3216,2021-02-07 00:00:00,0.64,165,7,1,3,11,3,15,0,0,0,0
lubuskie,świebodziński,t0808,2021-02-07 00:00:00,1.08,270,8,0,6,63,7,70,0,0,0,0
kujawsko-pomorskie,świecki,t0414,2021-02-07 00:00:00,2.12,539,12,5,21,67,21,93,1,0,0,0
śląskie,Świętochłowice,t2476,2021-02-07 00:00:00,1.01,66,6,3,5,19,5,27,0,0,0,0
zachodniopomorskie,Świnoujście,t3263,2021-02-07 00:00:00,1.96,261,13,1,8,24,8,33,0,0,0,0
wielkopolskie,szamotulski,t3024,2021-02-07 00:00:00,1.42,302,6,0,13,48,14,62,0,1,0,1
zachodniopomorskie,Szczecin,t3262,2021-02-07 00:00:00,1.52,1762,105,5,61,319,69,393,3,3,0,3
zachodniopomorskie,szczecinecki,t3215,2021-02-07 00:00:00,0.13,250,12,0,1,29,1,30,0,0,0,0
warmińsko-mazurskie,szczycieński,t2817,2021-02-07 00:00:00,1.88,531,22,0,13,44,13,57,2,0,0,0
pomorskie,sztumski,t2216,2021-02-07 00:00:00,3.16,456,11,0,13,76,13,89,0,0,0,0
mazowieckie,szydłowiecki,t1430,2021-02-07 00:00:00,0.76,95,3,0,3,21,4,25,0,0,0,0
podkarpackie,Tarnobrzeg,t1864,2021-02-07 00:00:00,0,81,2,0,0,23,0,23,0,0,0,0
podkarpackie,tarnobrzeski,t1820,2021-02-07 00:00:00,0.38,124,5,0,2,19,4,23,0,0,0,0
śląskie,tarnogórski,t2413,2021-02-07 00:00:00,0.07,226,5,0,1,41,3,44,1,0,0,0
małopolskie,Tarnów,t1263,2021-02-07 00:00:00,1.11,159,8,1,12,43,12,56,0,0,0,0
małopolskie,tarnowski,t1216,2021-02-07 00:00:00,0.55,237,12,0,11,91,12,103,0,0,0,0
małopolskie,tatrzański,t1217,2021-02-07 00:00:00,0.59,84,5,1,4,26,4,31,0,0,0,0
pomorskie,tczewski,t2214,2021-02-07 00:00:00,3.2,752,14,3,37,60,37,100,0,0,0,0
lubelskie,tomaszowski,t0618,2021-02-07 00:00:00,1.09,366,19,2,9,48,10,60,3,1,0,1
łódzkie,tomaszowski,t1016,2021-02-07 00:00:00,1.21,303,5,0,14,60,15,75,0,0,0,0
kujawsko-pomorskie,Toruń,t0463,2021-02-07 00:00:00,2.88,1203,53,6,58,184,59,249,4,0,0,0
kujawsko-pomorskie,toruński,t0415,2021-02-07 00:00:00,1.19,685,29,1,13,80,19,100,1,0,0,0
dolnośląskie,trzebnicki,t0220,2021-02-07 00:00:00,0.47,292,11,1,4,71,5,77,0,0,0,0
kujawsko-pomorskie,tucholski,t0416,2021-02-07 00:00:00,0.83,183,13,0,4,45,5,50,0,0,0,0
wielkopolskie,turecki,t3027,2021-02-07 00:00:00,0.48,326,16,0,4,40,4,44,0,0,0,0
śląskie,Tychy,t2477,2021-02-07 00:00:00,0.71,237,3,0,9,55,11,66,3,0,0,0
kujawsko-pomorskie,wąbrzeski,t0417,2021-02-07 00:00:00,1.47,237,16,0,5,18,5,23,2,0,0,0
małopolskie,wadowicki,t1218,2021-02-07 00:00:00,1.75,359,13,1,28,71,30,102,0,0,0,0
wielkopolskie,wągrowiecki,t3028,2021-02-07 00:00:00,1.14,172,3,0,8,35,10,45,0,1,0,1
dolnośląskie,Wałbrzych,t0265,2021-02-07 00:00:00,1.36,253,13,0,15,56,16,72,0,0,0,0
dolnośląskie,wałbrzyski,t0221,2021-02-07 00:00:00,0.9,145,6,0,5,21,6,27,0,0,0,0
zachodniopomorskie,wałecki,t3217,2021-02-07 00:00:00,0.94,115,7,0,5,51,5,56,0,0,0,0
mazowieckie,Warszawa,t1465,2021-02-07 00:00:00,1.57,9338,319,27,282,1621,307,1955,14,9,0,9
mazowieckie,warszawski zachodni,t1432,2021-02-07 00:00:00,1.76,894,20,1,21,83,21,105,5,0,0,0
warmińsko-mazurskie,węgorzewski,t2819,2021-02-07 00:00:00,0.89,114,10,0,2,13,2,15,0,0,0,0
mazowieckie,węgrowski,t1433,2021-02-07 00:00:00,0.15,199,4,1,1,34,4,39,0,0,0,0
pomorskie,wejherowski,t2215,2021-02-07 00:00:00,2.42,1049,39,3,53,219,55,277,0,0,0,0
małopolskie,wielicki,t1219,2021-02-07 00:00:00,0.92,375,8,4,12,72,12,88,0,0,0,0
łódzkie,wieluński,t1017,2021-02-07 00:00:00,0.26,159,1,0,2,28,2,30,0,0,0,0
łódzkie,wieruszowski,t1018,2021-02-07 00:00:00,0.48,62,2,1,2,19,2,22,0,0,0,0
kujawsko-pomorskie,Włocławek,t0464,2021-02-07 00:00:00,0.73,285,10,0,8,106,8,114,0,1,0,1
kujawsko-pomorskie,włocławski,t0418,2021-02-07 00:00:00,1.28,237,9,0,11,74,11,85,0,0,0,0
lubelskie,włodawski,t0619,2021-02-07 00:00:00,1.83,294,14,1,7,12,8,21,0,0,0,0
świętokrzyskie,włoszczowski,t2613,2021-02-07 00:00:00,0.45,112,4,0,2,28,2,30,0,0,0,0
śląskie,wodzisławski,t2415,2021-02-07 00:00:00,0.45,192,8,0,7,63,9,72,0,0,0,0
mazowieckie,wołomiński,t1434,2021-02-07 00:00:00,2.19,1370,41,5,55,168,56,229,1,0,0,0
dolnośląskie,wołowski,t0222,2021-02-07 00:00:00,0.43,77,1,0,2,26,2,28,0,0,0,0
wielkopolskie,wolsztyński,t3029,2021-02-07 00:00:00,0.52,202,13,0,3,50,3,53,0,0,0,0
dolnośląskie,Wrocław,t0264,2021-02-07 00:00:00,1.12,2276,78,4,72,751,76,831,1,0,0,0
dolnośląskie,wrocławski,t0223,2021-02-07 00:00:00,1.43,653,21,2,22,150,27,179,0,0,0,0
wielkopolskie,wrzesiński,t3030,2021-02-07 00:00:00,1.54,426,24,0,12,20,12,32,0,0,0,0
lubuskie,wschowski,t0812,2021-02-07 00:00:00,0.77,71,5,0,3,17,4,21,0,0,0,0
podlaskie,wysokomazowiecki,t2013,2021-02-07 00:00:00,0.71,120,3,0,4,18,5,23,0,1,0,1
mazowieckie,wyszkowski,t1435,2021-02-07 00:00:00,1.48,260,29,0,11,39,11,50,0,0,0,0
dolnośląskie,ząbkowicki,t0224,2021-02-07 00:00:00,0,74,4,0,0,36,1,37,0,0,0,0
śląskie,Zabrze,t2478,2021-02-07 00:00:00,0.87,409,20,0,15,73,16,89,1,0,0,0
lubuskie,żagański,t0810,2021-02-07 00:00:00,1.27,191,7,1,10,45,11,57,0,0,0,0
podlaskie,zambrowski,t2014,2021-02-07 00:00:00,0.69,150,5,0,3,20,3,23,1,0,0,0
lubelskie,zamojski,t0620,2021-02-07 00:00:00,1.04,219,10,1,11,49,11,61,0,0,0,0
lubelskie,Zamość,t0664,2021-02-07 00:00:00,0.79,147,8,0,5,42,6,48,0,0,0,0
lubuskie,żarski,t0811,2021-02-07 00:00:00,1.04,465,19,2,10,57,10,69,0,0,0,0
śląskie,zawierciański,t2416,2021-02-07 00:00:00,1.02,217,9,0,12,40,13,53,0,0,0,0
łódzkie,zduńskowolski,t1019,2021-02-07 00:00:00,0.6,140,5,2,4,46,4,52,0,0,0,0
łódzkie,zgierski,t1020,2021-02-07 00:00:00,0.42,565,16,3,7,101,8,112,1,0,0,0
dolnośląskie,zgorzelecki,t0225,2021-02-07 00:00:00,0.79,272,16,2,7,45,7,54,0,0,0,0
lubuskie,Zielona Góra,t0862,2021-02-07 00:00:00,3.04,591,37,2,43,80,43,125,0,0,0,0
lubuskie,zielonogórski,t0809,2021-02-07 00:00:00,2.38,290,11,1,18,68,24,93,1,0,0,0
dolnośląskie,złotoryjski,t0226,2021-02-07 00:00:00,0,139,4,0,0,11,0,11,0,0,0,0
wielkopolskie,złotowski,t3031,2021-02-07 00:00:00,1.3,316,21,0,9,63,9,72,2,0,0,0
kujawsko-pomorskie,żniński,t0419,2021-02-07 00:00:00,2.85,333,29,1,20,48,20,69,0,0,0,0
śląskie,Żory,t2479,2021-02-07 00:00:00,0.8,143,7,1,5,38,6,45,1,0,0,0
mazowieckie,żuromiński,t1437,2021-02-07 00:00:00,0.78,70,0,0,3,6,3,9,0,0,0,0
mazowieckie,zwoleński,t1436,2021-02-07 00:00:00,0.83,125,4,0,3,23,3,26,1,0,0,0
mazowieckie,żyrardowski,t1438,2021-02-07 00:00:00,2.12,611,18,1,16,65,16,82,0,0,0,0
śląskie,żywiecki,t2417,2021-02-07 00:00:00,1.84,586,6,1,28,68,29,98,0,0,0,0
kujawsko-pomorskie,aleksandrowski,t0401,2021-02-06 00:00:00,0.91,150,9,0,5,36,5,41,12,0,0,0
podlaskie,augustowski,t2001,2021-02-06 00:00:00,0.17,128,6,0,1,25,1,26,3,0,0,0
warmińsko-mazurskie,bartoszycki,t2801,2021-02-06 00:00:00,4.22,403,22,0,24,41,24,65,36,1,1,0
śląskie,będziński,t2401,2021-02-06 00:00:00,1.08,477,22,0,16,93,16,109,39,1,0,1
łódzkie,bełchatowski,t1001,2021-02-06 00:00:00,0.44,357,10,0,5,78,6,84,16,2,0,2
lubelskie,Biała Podlaska,t0661,2021-02-06 00:00:00,2.27,209,16,0,13,47,13,60,30,0,0,0
mazowieckie,białobrzeski,t1401,2021-02-06 00:00:00,2.1,335,10,1,7,30,7,38,8,1,1,0
zachodniopomorskie,białogardzki,t3201,2021-02-06 00:00:00,2.53,197,8,3,12,28,13,44,8,0,0,0
podlaskie,białostocki,t2002,2021-02-06 00:00:00,1.93,599,46,0,29,143,33,176,68,1,0,1
lubelskie,bialski,t0601,2021-02-06 00:00:00,1.9,329,11,1,21,58,21,80,31,0,0,0
podlaskie,Białystok,t2061,2021-02-06 00:00:00,2.08,1227,110,1,62,309,65,375,133,0,0,0
podlaskie,bielski,t2003,2021-02-06 00:00:00,1.85,230,9,1,10,33,10,44,12,1,0,1
śląskie,bielski,t2402,2021-02-06 00:00:00,0.54,402,13,2,9,109,9,120,31,0,0,0
śląskie,Bielsko-Biała,t2461,2021-02-06 00:00:00,1.76,410,21,2,30,124,31,157,39,0,0,0
śląskie,bieruńsko-lędziński,t2414,2021-02-06 00:00:00,1.67,95,2,0,10,29,10,39,10,0,0,0
podkarpackie,bieszczadzki,t1801,2021-02-06 00:00:00,1.39,62,1,0,3,13,3,16,2,0,0,0
lubelskie,biłgorajski,t0602,2021-02-06 00:00:00,1.39,355,17,5,14,63,14,82,21,0,0,0
małopolskie,bocheński,t1201,2021-02-06 00:00:00,1.21,235,7,1,13,72,16,89,20,0,0,0
dolnośląskie,bolesławiecki,t0201,2021-02-06 00:00:00,0.89,364,20,3,8,55,12,70,27,0,0,0
warmińsko-mazurskie,braniewski,t2802,2021-02-06 00:00:00,2.2,182,11,1,9,28,9,38,19,0,0,0
kujawsko-pomorskie,brodnicki,t0402,2021-02-06 00:00:00,1.01,266,18,0,8,55,8,63,15,1,0,1
małopolskie,brzeski,t1202,2021-02-06 00:00:00,0.75,257,3,0,7,74,7,81,8,0,0,0
opolskie,brzeski,t1601,2021-02-06 00:00:00,1.45,259,22,1,13,46,13,60,23,1,0,1
łódzkie,brzeziński,t1021,2021-02-06 00:00:00,0.65,155,6,0,2,28,3,31,9,0,0,0
podkarpackie,brzozowski,t1802,2021-02-06 00:00:00,0.92,138,8,3,6,50,7,60,6,0,0,0
świętokrzyskie,buski,t2601,2021-02-06 00:00:00,0.42,121,2,1,3,76,4,81,7,0,0,0
kujawsko-pomorskie,bydgoski,t0403,2021-02-06 00:00:00,1.84,728,59,2,22,122,27,151,71,3,0,3
kujawsko-pomorskie,Bydgoszcz,t0461,2021-02-06 00:00:00,3.69,1956,168,11,128,485,157,653,214,4,0,4
